|Name|Offer|Price
0|2D Echo|| Rs. 2500.00 
1|AEC (Absolute Eosinophil Count) Test|| Rs. 180.00 
2|AFP (Alpha Feto Protein) Test|| Rs. 700.00 
3|Albumin Test|| Rs. 200.00 
4|Alkaline Phosphatase (ALP) Test|| Rs. 150.00 
5|Ammonia Test|| Rs. 750.00 
6|Amylase Test|| Rs. 400.00 
7|ANA (Antinuclear Antibody) Test|| Rs. 1150.00 
8|ANC Profile|| Rs. 4300.00 (Before Pregnancy) 
9|ANC Profile|| Rs. 2280.00 (After Pregnancy) 
10|Anti TPO Test|| Rs. 1400.00 
11|Antithyroglobulin Antibody Test|| Rs. 1100.00 
12|APTT (Activated Partial Thromboplastin Time) Test|| Rs. 400.00 
13|ASO Test|| Rs. 400.00 
14|Beta HCG Test|| Rs. 800.00 
15|Bilirubin Test|| Rs. 150.00 
16|Bleeding / Clotting Time Test|| Rs. 200.00 
17|Blood Culture Test|| Rs. 650.00 
18|Blood Group Test|| Rs. 130.00 
19|Blood Sugar Test|| Rs. 80.00 
20|Blood Urea Nitrogen Test|| Rs. 100.00 
21|CA 15.3 Test|| Rs. 1450.00 
22|CA 19.9 Test|| Rs. 1450.00 
23|CA-125 (Tumor Marker) Test|| Rs. 1500.00 
24|Calcium Test|| Rs. 180.00 
25|CBC / Hemogram Test|| Rs. 350.00 
26|CEA (Carcinoembryonic Antigen) Test|| Rs. 550.00 
27|Chloride Test|| Rs. 170.00 
28|Cholesterol Test|| Rs. 180.00 
29|CK-MB Test|| Rs. 500.00 
30|Color Doppler|| Rs. 2500.00 (Pregnancy / Renal / Veins) 
31|Coombs Test|| Rs. 350.00 (Direct) 
32|Coombs Test|| Rs. 400.00 (Indirect) 
33|Cortisol Test|| Rs. 600.00 
34|CPK (Creatine Phosphokinase) Test|| Rs. 450.00 
35|Creatinine Test|| Rs. 200.00 
36|CRP (C-Reactive Protein) Test|| Rs. 450.00 
37|Dengue IgG Test|| Rs. 1200.00 (With IgM) 
38|DHEA Test|| Rs. 850.00 
39|ECG|| Rs. 300.00 
40|EEG|| Rs. 2000.00 
41|Electrolytes Test|| Rs. 250.00 
42|ESR (Erythrocyte Sedimentation Rate) Test|| Rs. 100.00 
43|Estradiol (E2) Test|| Rs. 800.00 
44|Ferritin Test|| Rs. 700.00 
45|Folic Acid Test|| Rs. 1100.00 
46|FSH (Follicle Stimulating Hormone) Test|| Rs. 800.00 
47|G6PD Test|| Rs. 600.00 
48|Gamma GT (GGTP) Test|| Rs. 300.00 
49|Globulin Test|| Rs. 200.00 
50|Glucose Tolerance Test (GTT)|| Rs. 500.00 
51|HbA1C Test|| Rs. 650.00 
