|Name|Offer|Price
0|2D Echo|| Rs. 2500.00 
1|2D Echo|| Rs. 2500.00 
2|ACTH (Adreno Corticotropic Hormone) Test|| Rs. 1230.00 
3|ACTH (Adreno Corticotropic Hormone) Test|| Rs. 800.00 
4|ACTH (Adreno Corticotropic Hormone) Test|| Rs. 1250.00 
5|AEC (Absolute Eosinophil Count) Test|| Rs. 180.00 
6|AEC (Absolute Eosinophil Count) Test|| Rs. 150.00 
7|AFP (Alpha Feto Protein) Test|| Rs. 700.00 
8|Alkaline Phosphatase (ALP) Test|| Rs. 150.00 
9|Allergy Test|| Rs. 6000.00 (Vegetarian, Non Vegetarian & Mixed) 
10|Allergy Test|| Rs. 600.00 (IGE) 
11|Allergy Test|| Rs. 6000.00 (Profile) 
12|Ammonia Test|| Rs. 1400.00 
13|ANC Profile|| Rs. 2500.00 
14|Anti TPO Test|| Rs. 900.00 
15|Anti TPO Test|| Rs. 900.00 
16|Antithyroglobulin Antibody Test|| Rs. 900.00 
17|Antithyroglobulin Antibody Test|| Rs. 900.00 
18|APTT (Activated Partial Thromboplastin Time) Test|| Rs. 450.00 
19|APTT (Activated Partial Thromboplastin Time) Test|| Rs. 450.00 
20|APTT (Activated Partial Thromboplastin Time) Test|| Rs. 450.00 
21|ASO Test|| Rs. 500.00 
22|Basic Health Check Up|| Rs. 1690.00 (45 Tests, includes Body Fat Analysis) 
23|Bicarbonate Test|| Rs. 800.00 
24|Bleeding / Clotting Time Test|| Rs. 200.00 
25|Blood Glucose Test|| Rs. 90.00 (Fasting/ PP) 
26|Blood Group Test|| Rs. 150.00 
27|Bone Density Test|| Rs. 1900.00 (Single) 
28|Bone Density Test|| Rs. 6000.00 (Whole Body) 
29|Bone Density Test|| Rs. 1900.00 (Single Side) 
30|Bone Density Test|| Rs. 3900.00 (3 Side) 
31|Bone Density Test|| Rs. 2900.00 (Lumber spine) 
32|CA 15.3 Test|| Rs. 1200.00 
33|CA 15.3 Test|| Rs. 1200.00 
34|CA 15.3 Test|| Rs. 1200.00 
35|CA 19.9 Test|| Rs. 1200.00 
